time_s,q_dot_e
600.8328457,5.303643084
601.9995115,5.303625095
603.1661772,5.303607879
604.3328429,5.303591405
605.4995086,5.303575641
606.6661743,5.303560555
607.8328401,5.303546119
608.9995058,5.303532304
610.1661715,5.303519084
611.3328372,5.303506434
612.4995029,5.303494328
613.6661687,5.303482743
614.8328344,5.303471658
615.9995001,5.303461049
617.1661658,5.303450897
618.3328315,5.303441183
619.4994973,5.303431887
620.666163,5.303422991
621.8328287,5.303414478
622.9994944,5.303406331
624.1661601,5.303398536
625.3328258,5.303391076
626.4994916,5.303383937
627.6661573,5.303377106
628.832823,5.303370569
629.9994887,5.303364313
631.1661544,5.303358326
632.3328202,5.303352598
633.4994859,5.303347116
634.6661516,5.30334187
635.8328173,5.30333685
636.999483,5.303332046
638.1661488,5.303327449
639.3328145,5.30332305
640.4994802,5.303318841
641.6661459,5.303314812
642.8328116,5.303310957
643.9994774,5.303307268
645.1661431,5.303303738
646.3328088,5.30330036
647.4994745,5.303297127
648.6661402,5.303294034
649.832806,5.303291074
650.9994717,5.303288241
652.1661374,5.30328553
653.3328031,5.303282936
654.4994688,5.303280454
655.6661346,5.303278078
656.8328003,5.303275805
657.999466,5.30327363
659.1661317,5.303271548
660.3327974,5.303269556
661.4994632,5.30326765
662.6661289,5.303265825
663.8327946,5.30326408
664.9994603,5.303262409
666.166126,5.303260811
667.3327918,5.303259281
668.4994575,5.303257817
669.6661232,5.303256416
670.8327889,5.303255076
671.9994546,5.303253793
673.1661204,5.303252566
674.3327861,5.303251391
675.4994518,5.303250267
676.6661175,5.303249191
677.8327832,5.303248162
678.999449,5.303247177
680.1661147,5.303246234
681.3327804,5.303245332
682.4994461,5.303244469
683.6661118,5.303243643
684.8327776,5.303242852
685.9994433,5.303242096
687.166109,5.303241372
688.3327747,5.303240679
689.4994404,5.303240016
690.6661062,5.303239382
691.8327719,5.303238775
692.9994376,5.303238194
694.1661033,5.303237638
695.332769,5.303237106
696.4994348,5.303236597
697.6661005,5.30323611
698.8327662,5.303235644
