COP_ANN,Err_COP
0.411881214,0.00077101
0.408603989,-1.93989E-05
0.411624858,-0.000166727
0.406557985,-0.000126903
0.394963151,-0.000173932
0.413424008,0.000582431
0.41049285,-0.00018087
0.401288125,0.000164863
0.404120354,0.00076657
0.393054308,-0.000134573
0.402599855,0.000278286
0.40198413,0.000489892
0.405842217,-6.91056E-05
0.407005489,-0.000632619
0.40522364,-0.000139307
0.401114278,0.000103728
0.406216756,-0.000665406
0.402979187,0.000333035
0.386017493,0.00024688
0.405392997,0.000441041
0.404829719,-0.000404066
0.414015452,-9.27354E-05
0.404717628,-0.000639144
0.404814455,-0.000369427
0.414701276,-0.000171872
0.414577784,-0.000151719
0.407211651,-0.000556569
0.411630576,-0.000341589
0.395178092,-0.000406341
0.405745579,-0.000670608
0.393539427,-0.00017959
0.403317384,-0.00037792
0.411212148,-0.000280077
0.404231065,-0.000574588
0.404582386,-0.000421922
0.394040482,-7.93394E-05
0.403679106,0.000248523
0.396125662,0.000226094
0.399411153,0.000120542
0.411862028,6.98573E-05
0.412371885,-7.18457E-05
0.390043629,0.00022513
0.414763567,-0.000160613
0.399313725,-0.000398219
0.406395799,-3.11761E-05
0.406113677,-0.000395727
0.370446407,-5.31111E-05
0.403026479,-0.000124663
0.406764185,-0.000710671
0.410393107,-0.000176291
0.40458186,-0.000411392
0.413334381,-0.000303388
0.415008142,-0.000140357
0.40222973,0.000661224
0.413804517,8.49958E-05
0.411292745,0.000216257
0.40282443,-0.000167828
0.408703082,5.67936E-06
0.408901321,-0.000441215
0.414833217,0.000152397
0.414626539,-3.48746E-05
0.407097357,-0.000369834
0.404975287,1.92349E-05
0.402002522,0.000233959
0.408571378,-0.000293261
0.40834528,-0.000171046
0.398150437,-0.000269175
0.410391569,-0.00016994
0.414456411,0.000235725
0.383634683,-0.000537291
0.41338059,0.000303515
0.409290244,-0.000282837
0.406767869,-0.000541621
0.383110234,-0.000413434
0.409783561,-0.000340324
0.414350234,-6.49904E-05
0.413202505,-0.000252738
0.403618017,-0.000267627
0.414152935,-0.000246121
0.40751837,-0.000478102
0.412685348,0.000229263
0.414430632,0.000474292
0.367944103,0.000874238
0.402013096,0.000456728
0.405460866,-0.000170528
0.374143751,-0.001037221
0.405007508,-0.0003995
0.396374671,-0.000648825
0.403563432,-0.000321692
0.409348777,5.5065E-05
0.404935477,-0.000563085
0.402121532,-0.000821859
0.411028645,-0.000478913
0.409496222,-0.000311323
0.408308159,-0.000221567
0.412752727,-0.000229724
0.405050118,-0.000106987
0.408784797,-0.000484741
0.413103171,-8.30043E-05
0.412671086,-0.000135197
0.401810842,-2.09434E-05
0.401719845,0.000334965
0.407471813,-0.000574599
0.415079575,-9.6572E-05
0.404761269,-0.000189215
0.404631486,-0.000192111
0.412358578,-0.000176705
0.401363084,5.66894E-06
0.392544797,-0.000471808
0.412085985,0.000267463
0.409783794,-0.000574946
0.410236295,-0.000651834
0.404470481,-0.00038626
0.401589647,-0.000110954
0.412503958,-0.000361109
0.404046517,-8.02517E-05
0.408292425,-0.000858011
0.410349165,-0.000108266
0.402843428,0.000357842
0.411375969,0.000200787
0.401693118,0.000269371
0.401119665,-0.000395071
0.40661657,-0.000510747
0.404179127,-0.000385995
0.414314915,0.000211329
0.404370436,-0.000163085
0.414452247,4.58107E-06
0.406713017,-8.58354E-05
0.405744266,-0.000484223
0.408028317,-0.000130799
0.409019214,-0.000320775
0.412221982,0.000340358
0.412205479,3.92209E-05
0.413804383,-3.65869E-05
0.412614394,-0.000164626
0.413989271,-2.60456E-05
0.400362449,-0.000285731
0.410873966,-7.25625E-06
0.412701502,-9.45355E-05
0.412844938,-0.0001575
0.403952875,0.000543495
0.398511775,-0.000277542
0.412576842,0.000477264
0.413030341,0.00020675
0.370565277,0.000131752
0.404216078,-0.000425133
0.406185186,-0.000603337
0.406080498,-0.000609074
0.413896197,-0.000142364
0.403630836,0.000162702
0.413776325,-0.000345533
0.396048197,-0.000435985
0.412086232,6.15048E-05
0.409503997,-0.000413632
0.412629778,-0.000189584
0.406635088,-0.000108253
0.412923167,-7.86471E-05
0.403332062,-0.000211857
0.4057549,-0.00029358
0.408306936,-0.000521028
0.40905746,-0.00084762
0.413198452,-0.000305124
0.402957243,-3.20305E-05
0.411672121,0.000505936
0.406523317,-0.000304685
0.411624858,0.000222443
0.408836722,-0.00049044
0.414785981,-0.000122093
0.41502962,-7.4568E-05
0.414551951,-5.72887E-05
0.414327333,-0.000283971
0.413717558,7.02256E-06
0.406736753,-3.21772E-05
0.403479347,0.00072929
0.370474879,0.000381806
0.406448312,-0.000264575
0.409365582,-0.000538842
0.401621616,0.000220538
0.413746516,-0.000231938
0.40844221,-0.000468447
0.401568258,-0.000470472
0.409892264,-0.000174309
0.404079368,-0.000467253
0.412801022,-8.58383E-05
0.404294762,0.000738569
0.406610785,-0.000164479
0.399648444,-0.000771186
0.409818651,-0.000249314
0.403811394,-0.00036093
0.405386422,-0.000630268
0.404758443,-0.000171967
0.393596183,7.03061E-05
0.413676039,-2.58033E-05
0.414109503,-4.76626E-05
0.405140898,5.79001E-05
0.387878501,-7.7446E-05
0.412580837,-5.25262E-05
0.414958806,-0.000143693
0.411061302,0.000627617
0.399118216,-0.000468176
0.410604227,-3.97361E-05
0.408933703,-0.000156362
0.40732264,-0.00057516
0.405402279,-0.000422611
0.407519518,-0.000269274
0.386093712,-0.000325226
0.412481927,3.08896E-05
0.412240915,0.000157412
0.41190475,-0.000263578
0.406491675,-0.000167737
0.412998525,-0.000316592
0.413363406,-0.000117541
0.414234359,-0.000292777
0.409273671,0.00011915
0.398219455,-0.000215042
0.4143168,1.58485E-05
0.400350448,-0.001434265
0.414547107,-0.000279893
0.413375071,-0.000312833
0.3793499,-0.000707352
0.400414336,-0.000510961
0.402490255,-0.000167385
0.408812359,-0.00052891
0.413402037,0.000208829
0.409221736,-0.000150461
0.399471054,0.000251779
0.406485339,-2.3136E-05
0.410891889,2.20319E-05
0.409036641,-0.000464678
0.410396307,-0.00024591
0.397714352,-0.000823618
0.393018255,-0.000390997
0.395179056,6.09614E-05
0.406039496,1.97721E-05
0.404997575,-0.000468942
0.403652415,-0.000310641
0.391161865,-0.000498757
0.392880859,-0.000134212
0.407045986,-0.000534214
0.411624858,0.000161711
0.377255124,-0.000861825
0.404410914,-0.000431781
0.404542128,-0.000686592
0.410461218,-0.000132895
0.412714457,0.000188675
0.406700548,-0.000583728
0.402159481,-0.000515151
0.410291639,0.00014232
0.404667274,-2.095E-05
0.41063794,-0.000110563
0.3660177,0.002299633
0.402811368,-0.000729648
0.409029601,-0.000938006
0.39814818,-0.000603324
0.412097098,-5.71944E-05
0.405502155,-0.000381822
0.411624858,-0.000177856
0.410696411,0.000226421
0.413751298,-0.000291588
0.41321971,-0.000183564
0.412395913,-3.11342E-05
0.404135399,-0.000334269
0.400590954,-2.20557E-05
0.412187785,-0.000103654
0.41006342,4.6512E-05
0.412764568,0.000244674
0.413313447,3.25662E-05
0.41091896,0.000115763
0.405691042,-0.000457561
0.411457874,-0.000144329
0.385118727,-0.00089917
0.373638504,-0.000501275
0.414535556,-0.000210101
0.370930671,-0.001149359
0.402890845,-1.06315E-05
0.398455223,-0.000261841
0.404474224,6.95182E-05
0.391086877,-0.000191965
0.412992137,-2.82169E-05
0.404917091,-0.000117672
0.377988042,-0.000161395
0.411624858,-0.000180322
0.413282059,-0.000296986
0.406648943,-0.000261064
0.408125691,-0.00058711
0.403364771,-0.000219752
0.40889474,-0.000638798
0.395353558,-0.00099422
0.403102523,-0.000478187
0.413849748,-0.000295303
0.405178098,-0.000391081
0.399753115,-0.000486547
0.406079314,0.000194044
0.404589396,-0.000179648
0.401723455,0.000543612
0.408490486,-0.000408625
0.404448017,-0.0002642
0.401207403,0.000356805
0.401337328,0.000178535
0.401265021,-0.000200693
0.397863524,-0.000250842
0.409090568,-0.00045627
0.404280075,-0.000399964
0.414789614,1.27124E-05
0.41408509,-5.94869E-05
0.395641657,0.000200567
0.400793403,7.83842E-05
0.409710802,-0.000386942
0.414664348,-6.91816E-05
0.406695961,-3.74798E-05
0.406548046,0.000225838
0.402393245,-0.000172564
0.411435725,-7.97162E-06
0.412618216,0.000449679
0.411428858,0.000160252
0.407816795,-0.000531404
0.406801148,-0.000460831
0.408653739,-0.000453218
0.405372342,-0.000582109
0.408693498,0.000393408
0.396064904,0.000206891
0.401657942,-0.000491513
0.40267706,-0.000490234
0.405329062,-0.000199452
0.414069805,-0.000129601
0.408423283,-0.000435448
0.411624858,0.000139242
0.414083966,-0.000160088
0.409331035,-0.000381978
0.390617609,-0.000241635
0.413227092,-3.25811E-05
0.412955256,-0.000302429
0.414089085,-0.00026359
0.396918585,1.67529E-05
0.412266795,-0.00016739
0.40710659,-0.000439131
0.382085916,0.000554318
0.403896211,0.000240095
0.396552116,-0.000562534
0.408397761,-0.000799417
0.374498819,-0.001143829
0.402600064,0.000424328
0.411478651,0.000252345
0.411230935,4.25955E-05
0.406126271,-0.000661602
0.414799631,-9.66723E-05
0.389640237,-5.19492E-05
0.405907219,0.000254814
0.413020639,-0.000156829
0.396826627,-0.000550561
0.406380701,-0.00021448
0.405753303,-0.000639334
0.405835701,0.000568242
0.401395869,0.00073462
0.409658413,-0.000230582
0.408812318,-0.000756612
0.409625505,-0.000250403
0.410712642,0.00022113
0.402059456,0.000133571
0.405576468,-0.000177357
0.413467277,-0.000261096
0.414072617,-7.68489E-05
0.397778208,-0.000691866
0.41378314,-0.000167056
0.403654156,-7.56054E-05
0.407060204,-0.000374013
0.402185793,0.000429081
0.404576794,-0.000571835
0.410976554,5.97981E-05
0.411624858,0.000373537
0.413057518,-8.03207E-06
0.395690174,-0.000945064
0.407957678,-0.001087072
0.409527227,0.000166037
0.406682742,-0.00029385
0.413340551,-8.47451E-05
0.412171385,-8.9083E-05
0.411661719,0.000121403
0.412226771,3.12477E-05
0.411093591,7.46519E-05
0.410241311,-0.00013865
0.397424327,0.000200637
0.41125178,0.001123595
0.401381755,0.000174483
0.413307264,-6.96762E-05
0.40852907,-0.000469129
0.385872567,0.000264424
0.403249064,-8.66444E-05
0.414674239,-0.000152206
0.412502282,-0.000174847
0.408586182,-0.000836293
0.412360789,-0.000139522
0.402309644,0.000272837
0.403785737,-0.00051501
0.413931862,0.000610371
0.409282103,-0.000422061
0.410398509,-0.000586286
0.409790861,-0.000397969
0.408161556,-0.00053631
0.413003069,-0.000185423
0.415229918,7.14768E-05
0.405687648,-0.000640989
0.412926417,0.000112444
0.375040151,-4.32574E-05
0.414608091,-0.000201242
0.412084993,-4.13613E-05
0.412408876,0.000282294
0.410976144,0.000390262
0.410807006,-0.00010204
0.406367965,-0.000553755
0.41409684,-0.000197586
0.41456915,-0.000253623
0.403734619,0.000177875
0.404523844,-8.96751E-06
0.406509874,-0.000210385
0.400893435,0.000378752
0.40986159,-0.000162532
0.414794625,1.02833E-05
0.408373246,-0.000379454
0.400890468,-0.00017272
0.402700286,1.30259E-05
0.377123038,-0.000877878
0.394019403,7.30886E-05
0.414239226,-0.000151377
0.391918945,0.000794777
0.412420662,0.000329107
0.413860812,2.78085E-05
0.388312204,0.00034966
0.407448605,-0.000219624
0.413387519,-0.000221655
0.382743858,-0.00033479
0.375711055,-0.00104981
0.401553276,-4.91011E-06
0.405512564,-0.00046786
0.41176959,0.000364552
0.411662343,8.65067E-05
0.411631703,-0.000298979
0.405238061,-0.000650626
0.413943602,8.12331E-05
0.40741315,-0.000614872
0.383922952,-0.001021543
0.402811276,0.000451619
0.383759088,-0.000546307
0.412115605,0.000233826
0.401973583,0.000445998
0.403040099,-1.51305E-05
0.404887843,-0.000207352
0.402845274,0.000149207
0.40785,-0.000556544
0.411133262,0.000380196
0.398358687,-1.90405E-06
0.408334419,-0.000537809
0.404385053,-5.91993E-05
0.413633375,-0.000272247
0.404288147,-0.000387481
0.412040054,7.03882E-05
0.413397855,-0.000203585
0.408294124,-0.000348697
0.400317258,-0.00038987
0.413381155,-0.000126398
0.407557395,-0.000335654
0.401000337,9.14271E-05
0.41337242,-0.000110279
0.412627088,-0.000230601
0.40862547,4.15988E-05
0.405765467,-0.000686711
0.410868823,7.61522E-05
0.41099985,5.61494E-06
0.405926208,-0.000321193
0.390698156,-0.000247208
0.401468316,-0.00018886
0.403429084,-0.000267027
0.399032118,-0.000190176
0.402157094,0.000380161
0.3926511,-0.00013275
0.413734841,-3.85507E-05
0.404317947,-0.000405638
0.414752761,-4.3067E-05
0.415086843,-9.79044E-07
0.403033514,-0.000294032
0.406748588,-0.000405638
0.41375853,-0.000172439
0.404013863,-0.000245991
0.405947797,-0.000566912
0.414059133,0.000116859
0.389015103,-7.29583E-05
0.412252047,-3.1661E-05
0.399082249,-0.000692057
0.40575506,-0.000535155
0.400425153,-0.000188767
0.415002617,4.77352E-05
0.376686673,-0.000685705
0.403298408,-0.000455269
0.409847848,-0.000264099
0.408955942,-0.000765547
0.402860769,-0.000217282
0.411920628,0.000150573
0.408145416,-0.000548097
0.411624858,-3.1442E-05
0.390829846,-0.000429924
0.411624858,-9.1962E-05
0.412369767,2.94984E-05
0.410332741,6.69621E-06
0.414405884,-0.000166032
0.412411907,0.000916038
0.407146521,-0.000399751
0.374642141,-0.001405812
0.40989732,-0.000169845
0.404443151,-0.000359807
0.403355086,-0.000150981
0.406300002,0.000119617
0.374661733,-0.000170713
0.404689424,2.38593E-05
0.402413127,-0.000551145
0.40651572,0.000102112
0.410747516,0.000851371
0.411624858,0.000225039
0.413695699,-0.000308265
0.407324442,-0.00018151
0.414241823,-2.21016E-05
0.404531686,-0.000506247
0.414901225,-0.000141631
0.413174383,-0.000152643
0.4082187,0.000566648
0.403532267,-0.000554605
0.413499743,-0.000270376
0.373864255,-0.000198297
0.383965567,-0.00137276
0.409647967,-0.000127705
0.409036503,-0.000307363
0.392646762,0.000921221
0.410106381,-0.000116977
0.415322701,0.000121985
0.414868548,-2.73775E-05
0.40167565,0.000138084
0.405141932,-0.000608021
0.405742724,-9.82777E-05
0.402661412,-0.000182159
0.413145553,-0.000138312
0.414455174,-0.00020728
0.405061111,-0.000142197
0.411044186,0.000355305
0.394388643,0.000939801
0.407709668,-0.00015482
0.386015468,-0.000675455
0.404020423,-2.66554E-05
0.406834464,0.000289247
0.399300636,-0.000258708
0.407079195,-0.000177163
0.401739989,8.17974E-06
0.386707,0.001731591
0.408193605,-0.000589118
0.400802323,0.000292799
0.377588774,-0.000221106
0.403569647,-0.000292163
0.407135134,-0.000700214
0.400565112,-0.001286873
0.394564892,2.33168E-05
0.404876997,-0.000306398
0.413538593,6.14537E-05
0.394141589,-1.77997E-05
0.403708164,-0.000428281
0.401780661,0.000139051
0.40229721,-8.04184E-05
0.414453987,-0.000203296
0.407307996,-0.000618928
0.412114473,-4.78109E-05
0.397808741,1.26467E-05
0.405665723,-0.000395014
0.404345553,-0.000753244
0.40607969,-0.000451894
0.405280142,-5.99779E-05
0.402548738,0.000444404
0.369892147,-0.001442218
0.413598166,-7.55174E-05
0.414176014,0.000219115
0.411537862,-0.000106983
0.414910961,-5.07544E-05
0.372834508,-0.000812542
0.414243159,0.000104906
0.406759878,-0.000221232
0.408597734,-0.000758602
0.413626573,-0.00012914
0.405879447,-0.000472498
0.403141256,-0.000560197
0.409683419,-5.8098E-05
0.409099986,-0.000507509
0.409098642,-7.33101E-06
0.403231193,0.000339918
0.407929593,-0.000568779
0.398234811,-0.000440437
0.402510425,5.54916E-05
0.413545478,-0.000301706
0.413710186,-0.000119927
0.412900056,-0.000177014
0.414121391,-0.000195995
0.404546422,8.04711E-05
0.404910859,-0.000606085
0.401053167,-0.000616206
0.404590334,0.000277387
0.413155118,-4.85351E-05
0.40187376,0.000186283
0.408514401,-0.000194904
0.41200815,-0.00016861
0.41354276,0.000122792
0.408963676,-0.000461293
0.400062686,0.000287507
0.401609008,0.000327918
0.41393674,-0.000227157
0.407478043,-0.000447884
0.414576655,0.000102235
0.410961088,0.000606437
0.404927777,-0.000286173
0.412687581,7.71416E-07
0.414031855,-0.000285337
0.408841088,-0.000275506
0.401493866,0.000258714
0.411990238,0.000155411
0.40257327,2.14617E-05
0.407913742,0.00014618
0.41374849,-0.000223387
0.397004581,-0.000155696
0.401651449,0.000631665
0.401258882,-0.000862681
0.412747938,0.000216182
0.404749254,-8.43136E-05
0.407174023,-0.000746384
0.402163724,0.000602831
0.403147149,-0.000101399
0.41273135,7.82046E-05
0.408855969,-0.000282326
0.402969163,-0.000222956
0.375762181,-0.001255906
0.404600288,-0.000480583
0.408384493,-0.000288282
0.413772892,-3.80606E-05
0.408490389,-0.000518051
0.3980162,-0.000369996
0.408475312,-0.000153714
0.404845596,-0.000237589
0.4133011,-6.16201E-05
0.401413909,0.000182472
0.40699706,-0.000540117
0.406819832,0.000553174
0.402906797,0.000135595
0.402393535,0.000243239
0.404226274,-0.0005156
0.401224227,0.000219645
0.411025419,-0.000476783
0.389416992,-0.000850526
0.405629371,7.72617E-05
0.409701666,-0.000306491
0.414278015,-6.96882E-05
0.37444073,-0.000588606
0.406738654,-0.000483984
0.405454537,-0.000126048
0.414323632,-0.000128388
0.41258357,-0.000185584
0.406230473,-0.000310273
0.407051118,-0.000262301
0.407390668,-0.000544819
0.407981871,-0.000472451
0.412804979,-0.000134023
0.401271803,0.000485704
0.41097778,-0.000105451
0.414648449,0.000203532
0.407207723,-0.000668066
0.397285261,0.000222748
0.391490275,-0.000255719
0.41407459,0.000143569
0.401823554,0.000657543
0.412214061,0.000236922
0.406912271,8.36036E-06
0.411024411,-3.3305E-07
0.407117547,-0.00030332
0.399064482,-0.000305719
0.41123303,9.24985E-05
0.414714255,-0.00020634
0.388944346,0.000971127
0.412561931,-5.59168E-05
0.402453677,0.000163992
0.403423729,-0.000400133
0.412895408,0.000471277
0.403902949,-0.000388392
0.40662693,-0.000175233
0.405628674,-0.000139047
0.384031888,-0.000786789
0.411624858,-5.89596E-05
0.414481531,-0.000188324
0.413006451,-0.000258715
0.408692336,-0.000470443
0.409510046,0.000209061
0.411645517,8.40682E-05
0.404231252,-0.000158125
0.398203239,-0.000294546
0.395595649,0.000317566
0.4129921,-0.000241
0.392248547,0.000641991
0.40262606,-0.000205842
0.41490183,-0.000135739
0.410011367,-0.000227373
0.404501761,-0.000585807
0.379065993,0.001173646
0.399897656,-0.000341606
0.413642898,-0.000185576
0.407215452,-0.000656498
0.402696817,0.000121088
0.40536786,-0.000247508
0.411395515,-8.12575E-05
0.412781126,-0.00015404
0.412190086,5.20921E-05
0.401470129,0.000752107
0.412140583,6.01743E-05
0.414295873,-0.0002703
0.407280357,-0.000688888
0.411607355,0.000217453
0.404660704,-0.000232985
0.413527134,-0.000235714
0.414489283,-1.86038E-05
0.413671395,1.015E-05
0.402292951,0.00015833
0.414953799,-5.40209E-05
0.404654713,-0.000224677
0.388431536,0.000382679
0.409162073,0.000390653
0.400754756,-0.000119067
0.414656483,-0.000179398
0.412987817,-0.00010072
0.413311732,-0.000274311
0.414166067,-9.52933E-05
0.409734984,-5.61548E-05
0.404038945,3.10738E-05
0.408660809,-0.000377542
0.402897032,-0.000218556
0.413467709,-0.000248271
0.402729234,-0.000560067
0.410112609,-9.71971E-05
0.413249372,0.000272115
0.395823018,-0.000857863
0.414544834,2.95096E-05
0.411885138,8.77578E-05
0.407548733,8.41088E-05
0.383989388,-0.000369545
0.402623306,-0.000781845
0.408593822,-0.000539377
0.402650682,0.00019822
0.407097197,-0.000222337
0.397218372,0.000458872
0.412941013,-0.000160245
0.412378961,-0.000430382
0.37960653,-0.000813393
0.408831386,-0.000373533
0.402959417,-0.000603667
0.406295082,-0.000160339
0.412117442,-2.61745E-05
0.408930947,-0.000537309
0.412565704,0.000215294
0.407559764,-0.000297597
0.374055212,-0.001262091
0.387020294,0.000265223
0.415115123,-6.08484E-05
0.407484264,-0.00041209
0.403382658,-0.000286892
0.406032171,-0.000268899
0.402904184,1.87182E-06
0.403066836,-0.000591944
0.40891338,-0.000233599
0.368505995,0.000113061
0.400401003,0.000198656
0.412145165,8.07682E-06
0.41420071,6.03698E-05
0.406027562,-0.000400084
0.407964562,-0.000511266
0.382548491,-0.001305302
0.404860794,-0.000488978
0.401516915,-0.00084934
0.40729238,-0.000359654
0.413923315,-0.000259001
0.414997047,-9.6673E-05
0.406720339,-0.000262159
0.402103353,0.000413775
0.415072926,5.78246E-05
0.401935769,-2.57535E-05
0.406158791,-0.00052922
0.409032117,-0.000410583
0.407218941,-0.000510053
0.406903816,-0.000634377
0.395360415,0.000460848
0.375652897,-0.001236482
0.410656906,-3.56018E-05
0.403146699,-0.000139096
0.404144827,-0.000563193
0.414787482,-0.000140045
0.407845434,-0.00025973
0.405446615,-0.000411126
0.40520244,-0.000270311
0.413642366,4.87057E-05
0.414048118,-0.000257398
0.412992609,8.23557E-05
0.407988246,0.000113341
0.394210019,-7.73287E-05
0.40970164,-0.000207303
0.397649002,-7.51795E-05
0.411624858,-0.000141268
0.405066145,2.16732E-05
0.406462274,-0.000224459
0.396277899,-0.00033783
0.400808224,0.00022342
0.414473445,0.000171151
0.407780456,-0.000601505
0.412600753,-0.00014012
0.397325183,0.000659165
0.414584637,-0.000273157
0.40584923,-0.000107283
0.41456643,0.000104508
0.413583875,0.000299743
0.368673319,0.005537794
0.404853169,-1.04013E-06
0.414327426,-0.000203112
0.406442205,-0.000571767
0.414176597,3.74667E-05
0.413227142,-3.42212E-05
0.403259481,-0.000346881
0.413402523,-5.32288E-06
0.40147573,0.000270127
0.39146334,0.000455604
0.406855403,-0.000535974
0.406882013,-0.000294057
0.410809033,-1.0447E-05
0.411624858,-2.15976E-05
0.407375255,-0.000436333
0.392643641,-0.000296513
0.411657636,0.000190414
0.396835558,-0.00033711
0.402676969,-8.71249E-05
0.413840666,-0.000335257
0.408133948,-0.000491718
0.410448552,-1.42323E-06
0.405803893,-0.000522061
0.411305035,-7.66051E-05
0.413458613,-0.000280132
0.387658706,-0.000455981
0.414499095,0.000342323
0.41412708,-0.000170555
0.392019812,-0.000755853
0.406729175,-0.000515984
0.413735973,-0.000275241
0.409543235,-7.18555E-05
0.410332836,0.000148125
0.41369962,-3.02196E-05
0.413375492,0.000375044
0.407861349,-0.000997113
0.375546834,-0.000722745
0.390246337,-0.000104318
0.405319812,-0.000126809
0.411098062,0.000234207
0.41312006,0.000119787
0.412726269,2.35224E-05
0.406063443,-4.29451E-05
0.402785836,0.000401613
0.411320908,0.000142774
0.403771705,-0.000420221
0.406881023,-0.000281896
0.410931924,-3.19305E-05
0.414857487,0.000103712
0.411702554,6.74546E-05
0.407367203,-0.000661288
0.412498399,0.000157089
0.413323893,-0.000185645
0.41228273,0.000554299
0.414473398,-8.81732E-05
0.405333505,-0.000192209
0.406695591,-0.000337142
0.406117012,-0.00038649
0.393152668,9.16972E-05
0.398408679,-0.00017663
0.404742893,-0.000576539
0.413132194,-0.000216939
0.405448705,-0.00056934
0.412445343,0.000304933
0.403010732,-0.000189042
0.404850765,-0.000431297
0.404159739,-0.000140816
0.393954886,-0.000738257
0.407053428,-0.000510034
0.365160631,0.003156337
0.403316237,-0.000112092
0.405775199,-0.000249332
0.407189733,-0.000559781
0.399047282,-0.000110325
0.407410433,-0.000219785
0.410182109,8.96376E-05
0.411168718,5.10131E-05
0.412894748,0.000210831
0.402267258,0.000373799
0.411624858,0.00032874
0.396009043,5.76618E-05
0.40946564,0.000340247
0.414197273,-5.82679E-05
0.413030403,-0.000204516
0.406417627,-0.000279935
0.408118681,-0.00062952
0.410228124,-7.77481E-05
0.413231641,0.000220859
0.391926302,0.0003719
0.409347845,-4.89881E-05
0.404205367,-0.000537945
0.404784004,-0.000391545
0.407329832,-0.000424094
0.414203726,-0.000229036
0.412584419,0.000168896
0.410008707,-0.000639951
0.410865737,3.82609E-05
0.410080164,-0.000528788
0.406232919,-0.000371976
0.377252567,0.000146608
0.397101735,-0.000186535
0.402094755,-1.0673E-05
0.399388417,-0.000491338
0.39925931,-0.00069061
0.407423693,-0.000319806
0.404982504,-0.00034033
0.41437718,-0.000201154
0.40497279,-0.000353002
0.411738543,-5.28302E-05
0.39556057,0.000201462
0.414934456,7.1203E-05
0.411569181,0.000122952
0.402873339,-0.000199834
0.409350003,0.000390465
0.408326701,-0.000199314
0.409004862,0.000380154
0.387790151,0.000566314
0.402214482,0.000510896
0.413379233,0.000104071
0.409583723,0.000475797
0.407129922,-0.000617758
0.407289837,-0.000528685
0.409423189,-0.0002103
0.413003909,-0.00029597
0.401529305,1.95841E-05
0.412666838,-0.00017484
0.414002577,0.000104111
0.404475958,-0.000156248
0.398234614,-0.00050452
0.414309966,-0.0002496
0.408161938,-0.000251912
0.415181437,7.40564E-05
0.41370945,-0.000250094
0.410147274,-0.000563378
0.414779196,1.58533E-05
0.412347931,-6.01351E-05
0.371166136,-0.000959914
0.399637444,-0.000284089
0.414654148,-0.000171267
0.404459211,-0.000549988
