COP_PHYS,COP_ANN
0.412100669,0.411911487
0.411469223,0.411624858
0.40850314,0.408310997
0.412995601,0.412750141
0.402846213,0.403127983
0.412768303,0.413292435
0.410873447,0.411011974
0.412540605,0.412357181
0.404644458,0.404181983
0.408639234,0.407630406
0.414520238,0.414535498
0.406535276,0.406181296
0.404686759,0.404227288
0.405702323,0.405173117
0.411187008,0.411202931
0.414654185,0.41439313
0.406540886,0.405811626
0.411617029,0.411591377
0.400362272,0.400856008
0.410017141,0.410257809
0.382829701,0.382043015
0.401107461,0.400353495
0.40866521,0.40862582
0.404205548,0.403773963
0.406840037,0.406866438
0.395286693,0.395683011
0.412313692,0.4127513
0.408803231,0.408333647
0.409029556,0.408633025
0.368027535,0.367476979
0.405476643,0.404820709
0.413273195,0.413118956
0.410279359,0.410908566
0.407571182,0.407319899
0.405668378,0.405121508
0.4099935,0.409750296
0.404132112,0.403827149
0.40988676,0.408898012
0.3820185,0.382142942
